Date,Review Text,label,cleansing,baku,stopwords,stemming
2026-04-22 18:24:02,"aplikasinya jeleg min masa udah disempatin bangun jm 12 MALAM tapi waktu mau milih no seat mulu dan LOADINGNYA LAMA kan ga make sense min, sering eror di pembayaran juga. Ngga cuma sekali dua kali min udah jadi penyakit tahunan nih kai kl menjelang libur pasti gini, kecewa si aku jadi tidak bisa pulang, tidak bertemu mamaku dirumah",1,aplikasinya jeleg min masa udah disempatin bangun jm malam tapi waktu mau milih no seat mulu dan loadingnya lama kan ga make sense min sering eror di pembayaran juga ngga cuma sekali dua kali min udah jadi penyakit tahunan nih kai kl menjelang libur pasti gini kecewa si aku jadi tidak bisa pulang tidak bertemu mamaku dirumah,aplikasinya jelek admin masa sudah disempatin bangun jm malam tapi waktu mau milih no seat terus dan loading lama kan tidak pakai sense admin sering error di pembayaran juga tidak cuma sekali dua kali admin sudah jadi penyakit tahunan nih kai kl menjelang libur pasti gini kecewa si aku jadi tidak bisa pulang tidak bertemu mamaku dirumah,aplikasinya jelek admin disempatin bangun jm malam milih no seat loading lama tidak pakai sense admin error pembayaran tidak kali admin penyakit tahunan nih kai kl menjelang libur gini kecewa si tidak bisa pulang tidak bertemu mamaku dirumah,aplikasi jelek admin disempatin bangun jm malam milih no seat loading lama tidak pakai sense admin error bayar tidak kali admin sakit tahun nih kai kl jelang libur gin kecewa si tidak bisa pulang tidak temu mama rumah
2026-04-22 17:33:08,"sistem sering error, lebih diperbaiki lagi kedepannya",1,sistem sering error lebih diperbaiki lagi kedepannya,sistem sering error lebih diperbaiki lagi kedepannya,sistem error diperbaiki kedepannya,sistem error baik depan
2026-04-22 17:28:13,ini lama² ga jls ya. masa berkali² pesen tiket ga bisa pdahal tiket masih ada,1,ini lama ga jls ya masa berkali pesen tiket ga bisa pdahal tiket masih ada,ini lama tidak jelas iya masa berkali pesan tiket tidak bisa pdahal tiket masih ada,lama tidak iya berkali pesan tiket tidak bisa pdahal tiket,lama tidak iya kali pesan tiket tidak bisa pdahal tiket
2026-04-22 17:16:06,"apa si mesti error ga jelas,, tulisan masih tersedia tapi pas di pencet no seat available",1,apa si mesti error ga jelas tulisan masih tersedia tapi pas di pencet no seat available,apa si mesti error tidak jelas tulisan masih tersedia tapi pas di pencet no seat available,si mesti error tidak tulisan tersedia pas pencet no seat available,si mesti error tidak tulis sedia pas pencet no seat available
2026-04-22 15:01:31,"enak buat healing naik kereta api jadi GK ush ribet"" ngantri",0,enak buat healing naik kereta api jadi gk ush ribet ngantri,enak untuk liburan naik kereta api jadi tidak usah ribet antre,enak liburan kereta api tidak ribet antre,enak libur kereta api tidak ribet antre
2026-04-22 14:41:49,kenapa setiap top up saldo berkurang ?,0,kenapa setiap top up saldo berkurang,kenapa setiap top up saldo berkurang,top up saldo berkurang,top up saldo kurang
2026-04-22 13:20:03,menambah pengalaman baru,0,menambah pengalaman baru,menambah pengalaman baru,menambah pengalaman baru,tambah alam baru
2026-04-22 12:52:24,handphone apa y yg bisa support?? apa harus keluaran terbaru..masa iya hp keluaran 2023 sudah tdk support dg kai acces..,1,handphone apa y yg bisa support apa harus keluaran terbaru masa iya hp keluaran sudah tdk support dg kai acces,handphone apa ya yang bisa support apa harus keluaran terbaru masa iya handphone keluaran sudah tidak support dg kai acces,handphone ya bisa support keluaran terbaru iya handphone keluaran tidak support dg kai acces,handphone ya bisa support keluar baru iya handphone keluar tidak support dg kai acces
2026-04-22 12:32:10,mohon jam keberangkatan dan tiba di sesuaikan min,0,mohon jam keberangkatan dan tiba di sesuaikan min,mohon jam keberangkatan dan tiba di sesuaikan admin,mohon jam keberangkatan sesuaikan admin,mohon jam berangkat sesuai admin
2026-04-22 12:31:52,aplikasi access by KAI suka eror n tolong d perbaiki sistemnya n kualitas sistemnya,1,aplikasi access by kai suka eror n tolong d perbaiki sistemnya n kualitas sistemnya,aplikasi access by kai suka error dan tolong di perbaiki sistemnya dan kualitas sistemnya,aplikasi access by kai suka error tolong perbaiki sistemnya kualitas sistemnya,aplikasi access by kai suka error tolong baik sistem kualitas sistem
2026-04-22 12:29:55,tolong untuk pembatalan tiket saya kok tidak ada menunya ya?,0,tolong untuk pembatalan tiket saya kok tidak ada menunya ya,tolong untuk pembatalan tiket saya mengapa tidak ada menunya iya,tolong pembatalan tiket tidak menunya iya,tolong batal tiket tidak menu iya
2026-04-22 12:23:01,"kebanyakan eror ni apk, benerin dulu deh sistem apk nyaa",1,kebanyakan eror ni apk benerin dulu deh sistem apk nyaa,kebanyakan error ni aplikasi benerin dulu deh sistem aplikasi nya,kebanyakan error ni aplikasi benerin deh sistem aplikasi,banyak error ni aplikasi benerin deh sistem aplikasi
2026-04-22 11:07:49,masih sering terjadi bug di pemesanan kereta antar kota,1,masih sering terjadi bug di pemesanan kereta antar kota,masih sering terjadi bug di pemesanan kereta antar kota,bug pemesanan kereta kota,bug mesan kereta kota
2026-04-22 02:54:41,"kenapa malah jadi sering gak bisa di buka ya, hadeuuuhhhhh😴",1,kenapa malah jadi sering gak bisa di buka ya hadeuuuhhhhh,kenapa malah jadi sering tidak bisa di buka iya hadeuuuhhhhh,tidak bisa buka iya hadeuuuhhhhh,tidak bisa buka iya hadeuuuhhhhh
2026-04-22 00:31:23,udh topup kartu multi trip. saldo KALpay terpotong tapi saldo kartunya tidak masuk.,1,udh topup kartu multi trip saldo kalpay terpotong tapi saldo kartunya tidak masuk,sudah topup kartu multi trip saldo kaipay terpotong tapi saldo kartunya tidak masuk,topup kartu multi trip saldo kaipay terpotong saldo kartunya tidak masuk,topup kartu multi trip saldo kaipay potong saldo kartu tidak masuk
2026-04-21 22:45:32,"informasi seat yang tersedia berubah-ubah setiap detiknya untuk kereta lokal, dan tidak bisa membatalkan secara online, dan juga tidak bisa memesan tiket lain lagi dengan 1 identitas yg sama",0,informasi seat yang tersedia berubah ubah setiap detiknya untuk kereta lokal dan tidak bisa membatalkan secara online dan juga tidak bisa memesan tiket lain lagi dengan identitas yg sama,informasi seat yang tersedia berubah ubah setiap detiknya untuk kereta lokal dan tidak bisa membatalkan secara online dan juga tidak bisa memesan tiket lain lagi dengan identitas yang sama,informasi seat tersedia berubah ubah detiknya kereta lokal tidak bisa membatalkan online tidak bisa memesan tiket identitas,informasi seat sedia ubah ubah detik kereta lokal tidak bisa batal online tidak bisa mes tiket identitas
2026-04-21 22:16:56,SARAN SAYA PERBAIKI LAGI!,0,saran saya perbaiki lagi,saran saya perbaiki lagi,saran perbaiki,saran baik
2026-04-21 21:59:26,"selalu in time, petugasnya ramah",0,selalu in time petugasnya ramah,selalu in time petugasnya ramah,in time petugasnya ramah,in time tugas ramah
2026-04-21 16:53:39,kenapa ribet amat buat daftar aplikasi ini,1,kenapa ribet amat buat daftar aplikasi ini,kenapa ribet amat untuk daftar aplikasi ini,ribet daftar aplikasi,ribet daftar aplikasi
2026-04-21 16:47:13,Habis update aplikasi jalan ke serkothabis lagi terpaksa ke Rangkas ojek disamai harga tiket kai 100rebu pulang laper,0,habis update aplikasi jalan ke serkothabis lagi terpaksa ke rangkas ojek disamai harga tiket kai rebu pulang laper,habis update aplikasi jalan ke serkothabis lagi terpaksa ke rangkas ojek disamai harga tiket kai ribu pulang laper,habis update aplikasi jalan serkothabis terpaksa rangkas ojek disamai harga tiket kai ribu pulang laper,habis update aplikasi jalan serkothabis paksa rangkas ojek sama harga tiket kai ribu pulang laper
2026-04-21 11:59:01,kebanyakan disuruh update mulu tiap buka😑,0,kebanyakan disuruh update mulu tiap buka,kebanyakan disuruh update terus setiap buka,kebanyakan disuruh update buka,banyak suruh update buka
2026-04-21 09:05:08,"Versi sebelumnya sudah bagus, setelah diupdate malah engga bisa login. Disarankan sm cs bwt hapus cache & data sm aja, disarankan login pake perangkat lain akhirnya bisa masuk. Dicoba login kembali diperangkat awal, sampai skg tetap tidak bisa.",1,versi sebelumnya sudah bagus setelah diupdate malah engga bisa login disarankan sm cs bwt hapus cache data sm aja disarankan login pake perangkat lain akhirnya bisa masuk dicoba login kembali diperangkat awal sampai skg tetap tidak bisa,versi sebelumnya sudah bagus setelah diupdate malah tidak bisa login disarankan sama cs buat hapus cache data sama saja disarankan login pakai perangkat lain akhirnya bisa masuk dicoba login kembali diperangkat awal sampai sekarang tetap tidak bisa,versi bagus diupdate tidak bisa login disarankan cs hapus cache data disarankan login pakai perangkat bisa masuk dicoba login diperangkat tidak bisa,versi bagus diupdate tidak bisa login saran cs hapus cache data saran login pakai perangkat bisa masuk coba login perangkat tidak bisa
2026-04-21 08:21:07,mengapa access by KAI skg cari kereta dari stasiun gubeng ke stasiun jogyakarta koq tidak bisa aplikasi saya???? apa ada perubahan????,1,mengapa access by kai skg cari kereta dari stasiun gubeng ke stasiun jogyakarta koq tidak bisa aplikasi saya apa ada perubahan,mengapa access by kai sekarang cari kereta dari stasiun gubeng ke stasiun jogyakarta kok tidak bisa aplikasi saya apa ada perubahan,access by kai cari kereta stasiun gubeng stasiun jogyakarta tidak bisa aplikasi perubahan,access by kai cari kereta stasiun gubeng stasiun jogyakarta tidak bisa aplikasi ubah
2026-04-21 05:00:03,oke oke oke oke pisan,0,oke oke oke oke pisan,oke oke oke oke sekali,oke oke oke oke,oke oke oke oke
2026-04-21 01:41:45,sangat membantu dan mempermudah dalam perjalanan,0,sangat membantu dan mempermudah dalam perjalanan,sangat membantu dan mempermudah dalam perjalanan,membantu mempermudah perjalanan,bantu mudah jalan
2026-04-21 00:16:24,apknya ga akurat sering bug ga muncul jadwal keberangkatan keretanya😡😡😡,1,apknya ga akurat sering bug ga muncul jadwal keberangkatan keretanya,aplikasinya tidak akurat sering bug tidak muncul jadwal keberangkatan keretanya,aplikasinya tidak akurat bug tidak muncul jadwal keberangkatan keretanya,aplikasi tidak akurat bug tidak muncul jadwal berangkat kereta
2026-04-20 23:00:20,lebih ditingkatkan lg dgn cepat,0,lebih ditingkatkan lg dgn cepat,lebih ditingkatkan lagi dengan cepat,ditingkatkan cepat,tingkat cepat
2026-04-20 17:46:40,di kode otp suka eror benerin dulu,1,di kode otp suka eror benerin dulu,di kode otp suka error benerin dulu,kode otp suka error benerin,kode otp suka error benerin
2026-04-20 13:56:47,Kai plis.. Saat pengiriman kode otp kenapa bisa 2 jam lebih bahka itu juga masih muter-muter. tolong di perbaiki apa server bermasalah? lag?..🙃,1,kai plis saat pengiriman kode otp kenapa bisa jam lebih bahka itu juga masih muter muter tolong di perbaiki apa server bermasalah lag,kai tolong saat pengiriman kode otp kenapa bisa jam lebih bahka itu juga masih muter muter tolong di perbaiki apa server bermasalah lag,kai tolong pengiriman kode otp bisa jam bahka muter muter tolong perbaiki server bermasalah lag,kai tolong kirim kode otp bisa jam bahka muter muter tolong baik server masalah lag
2026-04-20 12:59:50,suruh update malah HP tidak kompatibel trs ini aplikasi cocoknya di hp apa bos apa hp yg mahal² aja yg bisa mengakses yg bisa booking tiket orang yg punya hp murah ga bisa akses 😡😡😡😡😡,1,suruh update malah hp tidak kompatibel trs ini aplikasi cocoknya di hp apa bos apa hp yg mahal aja yg bisa mengakses yg bisa booking tiket orang yg punya hp murah ga bisa akses,suruh update malah handphone tidak kompatibel terus ini aplikasi cocoknya di handphone apa bos apa handphone yang mahal saja yang bisa mengakses yang bisa booking tiket orang yang punya handphone murah tidak bisa akses,suruh update handphone tidak kompatibel aplikasi cocoknya handphone bos handphone mahal bisa mengakses bisa booking tiket orang handphone murah tidak bisa akses,suruh update handphone tidak kompatibel aplikasi cocok handphone bos handphone mahal bisa akses bisa booking tiket orang handphone murah tidak bisa akses
2026-04-20 12:32:50,aplikasi sampah kalau bayar minta cepet pas refund seminggu masih di potong pula,0,aplikasi sampah kalau bayar minta cepet pas refund seminggu masih di potong pula,aplikasi sampah kalau bayar minta cepet pas refund seminggu masih di potong pula,aplikasi sampah bayar cepet pas refund seminggu potong,aplikasi sampah bayar cepet pas refund minggu potong
2026-04-20 11:35:57,pelayanan yang luar biasa,0,pelayanan yang luar biasa,pelayanan yang luar biasa,pelayanan,layan
2026-04-20 10:11:22,tepat waktu dan nyaman,0,tepat waktu dan nyaman,tepat waktu dan nyaman,nyaman,nyaman
2026-04-20 07:50:15,"Tiket close 10 meniit sebelum pemberangkatan. Beli di loket langsung ga dilayani. Kalau mememang mau full sistem online ga usah di close lah. Batalin pesanan di KA Lokal juga ga bisa, Ribet.",0,tiket close meniit sebelum pemberangkatan beli di loket langsung ga dilayani kalau mememang mau full sistem online ga usah di close lah batalin pesanan di ka lokal juga ga bisa ribet,tiket close meniit sebelum pemberangkatan beli di loket langsung tidak dilayani kalau mememang mau full sistem online tidak usah di close lah batalkan pesanan di ka lokal juga tidak bisa ribet,tiket close meniit pemberangkatan beli loket langsung tidak dilayani mememang full sistem online tidak close batalkan pesanan ka lokal tidak bisa ribet,tiket close meniit berangkat beli loket langsung tidak layan memang full sistem online tidak close batal pesan ka lokal tidak bisa ribet
2026-04-20 06:55:53,"makin sampah aja ni aplikasi, bintang bagus cuman tembakan wkwkwk",0,makin sampah aja ni aplikasi bintang bagus cuman tembakan wkwkwk,makin sampah saja ni aplikasi bintang bagus cuma tembakan wkwkwk,sampah ni aplikasi bintang bagus tembakan wkwkwk,sampah ni aplikasi bintang bagus tembak wkwkwk
2026-04-20 06:17:22,aplikasi terpercaya dan paling recommended buat perjalanan menggunakan kereta api,0,aplikasi terpercaya dan paling recommended buat perjalanan menggunakan kereta api,aplikasi terpercaya dan paling recommended untuk perjalanan menggunakan kereta api,aplikasi terpercaya recommended perjalanan kereta api,aplikasi percaya recommended jalan kereta api
2026-04-20 06:09:20,"kembalikan ke lebih awal aja, bagus pas awalan",0,kembalikan ke lebih awal aja bagus pas awalan,kembalikan ke lebih awal saja bagus pas awalan,kembalikan bagus pas awalan,kembali bagus pas awal
2026-04-20 05:49:40,KLO dari aplikasi KAI nya oke bgt sih mempermudah pemesanan.cuma partner asuransi dr MNC ny itu prosesnya lama bgt hampir 1 bulan ajukan klaim 4 klaim yg di ajukan baru dua yg sudah di trnsfer..,0,klo dari aplikasi kai nya oke bgt sih mempermudah pemesanan cuma partner asuransi dr mnc ny itu prosesnya lama bgt hampir bulan ajukan klaim klaim yg di ajukan baru dua yg sudah di trnsfer,kalau dari aplikasi kai nya oke sangat sih mempermudah pemesanan cuma partner asuransi dari mnc nya itu prosesnya lama sangat hampir bulan ajukan klaim klaim yang di ajukan baru dua yang sudah di trnsfer,aplikasi kai oke mempermudah pemesanan partner asuransi mnc prosesnya lama ajukan klaim klaim ajukan baru trnsfer,aplikasi kai oke mudah mesan partner asuransi mnc proses lama aju klaim klaim aju baru trnsfer
2026-04-20 05:13:53,belum pernah naik kereta ini baru mau mencoba nggeh,0,belum pernah naik kereta ini baru mau mencoba nggeh,belum pernah naik kereta ini baru mau mencoba ya,belum kereta baru mencoba ya,belum kereta baru coba ya
2026-04-19 23:36:57,Saya Pengguna Exekutif- Perjalanan Surabaya Jakarta. Pembagian selemit bagus tapi tolong untuk layanan pengambilan selimut minimal d ambil jam 8 pagi karena kita sampai jakarta aja jam 09.20.... masak d ambil jam 06.30 yang bener aja. dalam kereta aja masih DINGIN.. dan orang tidur di bangunkan. Tidak ada ETIKA SAMA SEKALI.,0,saya pengguna exekutif perjalanan surabaya jakarta pembagian selemit bagus tapi tolong untuk layanan pengambilan selimut minimal d ambil jam pagi karena kita sampai jakarta aja jam masak d ambil jam yang bener aja dalam kereta aja masih dingin dan orang tidur di bangunkan tidak ada etika sama sekali,saya pengguna exekutif perjalanan surabaya jakarta pembagian selimut bagus tapi tolong untuk layanan pengambilan selimut minimal di ambil jam pagi karena kita sampai jakarta saja jam masa di ambil jam yang benar saja dalam kereta saja masih dingin dan orang tidur di bangunkan tidak ada etika sama sekali,pengguna exekutif perjalanan surabaya jakarta pembagian selimut bagus tolong layanan pengambilan selimut minimal ambil jam pagi jakarta jam ambil jam kereta dingin orang tidur bangunkan tidak etika,guna exekutif jalan surabaya jakarta bagi selimut bagus tolong layan ambil selimut minimal ambil jam pagi jakarta jam ambil jam kereta dingin orang tidur bangun tidak etika
